uid,impd,gear,date,year,spp,tl,w,count
6021,MISL,EF,9/28/2017,2017,Bluegill,150,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,140,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,148,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,139,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,183,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,70,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,134,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,117,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,135,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,146,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,66,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,137,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,74,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,155,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,135,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,133,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,142,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,107,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,112,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,132,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,114,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,138,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,129,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,109,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,98,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,129,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,118,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,121,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,135,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,147,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,118,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,112,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,158,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,149,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,129,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,144,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,123,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,108,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,127,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,125,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,121,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,108,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,117,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,112,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,98,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,106,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,160,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,146,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,143,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,141,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,126,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,118,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,140,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,95,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,123,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,104,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,142,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,128,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,180,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,152,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,128,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,121,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,98,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,130,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,120,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,107,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,66,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,78,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,177,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,151,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,145,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,150,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,112,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,108,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,97,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,120,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,133,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,135,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,130,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,137,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,127,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,74,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,127,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,131,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,148,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,108,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,125,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,117,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,149,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,132,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,138,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,103,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,140,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,120,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,151,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,142,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,96,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,127,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,127,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,156,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,136,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,108,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,118,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,128,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,125,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,145,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,133,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,147,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,124,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,112,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,130,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,139,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,122,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,128,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,79,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,83,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,66,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,86,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,178,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,160,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,61,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,171,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,88,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,173,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,84,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,70,,2
6021,MISL,EF,9/28/2017,2017,Bluegill,90,,2
6021,MISL,EF,9/28/2017,2017,Bluegill,100,,7
6021,MISL,EF,9/28/2017,2017,Bluegill,110,,15
6021,MISL,EF,9/28/2017,2017,Bluegill,120,,14
6021,MISL,EF,9/28/2017,2017,Bluegill,130,,14
6021,MISL,EF,9/28/2017,2017,Bluegill,140,,16
6021,MISL,EF,9/28/2017,2017,Bluegill,150,,6
6021,MISL,EF,9/28/2017,2017,Bluegill,160,,2
6022,MISL,EF,9/28/2017,2017,Bluegill,184,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,167,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,175,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,80,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,172,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,185,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,81,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,177,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,179,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,161,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,175,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,166,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,178,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,160,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,163,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,171,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,175,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,166,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,163,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,60,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,70,,4
6022,MISL,EF,9/28/2017,2017,Bluegill,80,,2
6022,MISL,EF,9/28/2017,2017,Bluegill,90,,6
6022,MISL,EF,9/28/2017,2017,Bluegill,100,,18
6022,MISL,EF,9/28/2017,2017,Bluegill,110,,35
6022,MISL,EF,9/28/2017,2017,Bluegill,120,,32
6022,MISL,EF,9/28/2017,2017,Bluegill,130,,19
6022,MISL,EF,9/28/2017,2017,Bluegill,140,,14
6022,MISL,EF,9/28/2017,2017,Bluegill,150,,6
6022,MISL,EF,9/28/2017,2017,Bluegill,160,,2
6023,MISL,EF,9/28/2017,2017,Bluegill,57,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,50,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,57,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,54,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,60,,16
6023,MISL,EF,9/28/2017,2017,Bluegill,70,,6
6023,MISL,EF,9/28/2017,2017,Bluegill,80,,10
6023,MISL,EF,9/28/2017,2017,Bluegill,90,,28
6023,MISL,EF,9/28/2017,2017,Bluegill,100,,43
6023,MISL,EF,9/28/2017,2017,Bluegill,110,,59
6023,MISL,EF,9/28/2017,2017,Bluegill,120,,39
6023,MISL,EF,9/28/2017,2017,Bluegill,130,,28
6023,MISL,EF,9/28/2017,2017,Bluegill,140,,33
6023,MISL,EF,9/28/2017,2017,Bluegill,150,,15
6023,MISL,EF,9/28/2017,2017,Bluegill,160,,11
6023,MISL,EF,9/28/2017,2017,Bluegill,170,,10
6024,LXLX,EF,9/28/2017,2017,Bluegill,110,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,62,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,121,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,64,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,83,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,51,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,85,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,60,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,122,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,80,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,50,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,65,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,63,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,57,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,60,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,95,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,61,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,53,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,100,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,61,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,51,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,91,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,91,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,96,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,98,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,66,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,70,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,75,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,57,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,61,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,60,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,61,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,67,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,64,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,50,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,85,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,107,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,97,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,74,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,51,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,63,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,83,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,64,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,69,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,69,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,70,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,61,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,58,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,59,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,146,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,80,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,67,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,62,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,55,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,65,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,72,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,77,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,74,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,60,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,72,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,87,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,102,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,62,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,83,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,64,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,85,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,80,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,80,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,66,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,73,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,93,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,178,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,82,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,74,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,66,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,161,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,59,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,127,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,98,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,56,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,117,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,117,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,103,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,113,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,103,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,93,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,78,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,57,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,71,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,62,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,78,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,109,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,69,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,84,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,92,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,64,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,53,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,68,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,143,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,81,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,66,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,75,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,146,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,112,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,128,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,145,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,50,,2
6024,LXLX,EF,9/28/2017,2017,Bluegill,60,,8
6024,LXLX,EF,9/28/2017,2017,Bluegill,70,,15
6024,LXLX,EF,9/28/2017,2017,Bluegill,80,,3
6024,LXLX,EF,9/28/2017,2017,Bluegill,90,,2
6024,LXLX,EF,9/28/2017,2017,Bluegill,100,,9
6024,LXLX,EF,9/28/2017,2017,Bluegill,110,,7
6025,LXLX,EF,9/28/2017,2017,Bluegill,122,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,140,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,120,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,131,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,50,,3
6025,LXLX,EF,9/28/2017,2017,Bluegill,60,,17
6025,LXLX,EF,9/28/2017,2017,Bluegill,70,,7
6025,LXLX,EF,9/28/2017,2017,Bluegill,80,,13
6025,LXLX,EF,9/28/2017,2017,Bluegill,90,,10
6025,LXLX,EF,9/28/2017,2017,Bluegill,100,,8
6025,LXLX,EF,9/28/2017,2017,Bluegill,110,,4
6025,LXLX,EF,9/28/2017,2017,Bluegill,120,,3
6026,LXLX,EF,9/28/2017,2017,Bluegill,131,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,175,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,130,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,133,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,139,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,50,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,60,,10
6026,LXLX,EF,9/28/2017,2017,Bluegill,70,,22
6026,LXLX,EF,9/28/2017,2017,Bluegill,80,,15
6026,LXLX,EF,9/28/2017,2017,Bluegill,90,,12
6026,LXLX,EF,9/28/2017,2017,Bluegill,100,,12
6026,LXLX,EF,9/28/2017,2017,Bluegill,110,,10
6026,LXLX,EF,9/28/2017,2017,Bluegill,120,,9
6026,LXLX,EF,9/28/2017,2017,Bluegill,130,,1
6027,LXLX,EF,9/28/2017,2017,Bluegill,171,,1
6027,LXLX,EF,9/28/2017,2017,Bluegill,174,,1
6027,LXLX,EF,9/28/2017,2017,Bluegill,50,,5
6027,LXLX,EF,9/28/2017,2017,Bluegill,60,,14
6027,LXLX,EF,9/28/2017,2017,Bluegill,70,,17
6027,LXLX,EF,9/28/2017,2017,Bluegill,80,,12
6027,LXLX,EF,9/28/2017,2017,Bluegill,90,,17
6027,LXLX,EF,9/28/2017,2017,Bluegill,100,,16
6027,LXLX,EF,9/28/2017,2017,Bluegill,110,,3
6027,LXLX,EF,9/28/2017,2017,Bluegill,120,,3
6027,LXLX,EF,9/28/2017,2017,Bluegill,130,,2
6027,LXLX,EF,9/28/2017,2017,Bluegill,140,,3
6021,MISL,EF,9/28/2017,2017,Bluegill,155,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,180,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,162,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,152,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,162,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,152,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,152,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,155,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,173,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,173,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,174,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,169,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,189,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,165,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,87,,1
6021,MISL,EF,9/28/2017,2017,Bluegill,170,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,180,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,185,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,166,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,174,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,165,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,185,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,174,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,166,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,176,,1
6022,MISL,EF,9/28/2017,2017,Bluegill,134,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,69,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,168,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,160,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,167,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,188,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,190,,1
6023,MISL,EF,9/28/2017,2017,Bluegill,155,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,215,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,146,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,135,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,251,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,142,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,144,,1
6024,LXLX,EF,9/28/2017,2017,Bluegill,142,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,193,,1
6025,LXLX,EF,9/28/2017,2017,Bluegill,207,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,148,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,175,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,198,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,134,,1
6026,LXLX,EF,9/28/2017,2017,Bluegill,142,,1
6027,LXLX,EF,9/28/2017,2017,Bluegill,133,,1
6027,LXLX,EF,9/28/2017,2017,Bluegill,196,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,174,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,162,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,177,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,118,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,119,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,157,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,170,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,165,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,155,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,175,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,102,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,111,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,126,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,130,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,100,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,168,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,148,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,139,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,142,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,137,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,146,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,145,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,142,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,97,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,122,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,175,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,169,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,169,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,132,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,148,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,160,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,122,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,123,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,106,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,157,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,105,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,132,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,156,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,149,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,152,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,138,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,126,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,105,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,136,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,149,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,107,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,182,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,141,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,142,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,158,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,175,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,145,,1
6028,GDCL,EF,10/3/2017,2017,Bluegill,149,,1
